GlobalID,Lab Status,prob_positive
{5AC8034E-5B46-4294-85F0-5B13117EBEFE},Positive ID,0.9877262618575358
{5EAD3364-2CA7-4A39-9A53-7F9DCF5D2041},Positive ID,0.992358110597066
{124B9BFA-7F7B-4B8E-8A56-42E067F0F72E},Positive ID,0.9314218189082205
{C4F44511-EA53-4FCF-9422-E1C57703720D},Negative ID,0.005291402775047284
{89C867F1-D5ED-48C8-9586-B705F5DA9838},Negative ID,2.4807835180231138e-05
{81670D96-4143-47B1-A9C8-83977892D53F},Negative ID,2.147815870709558e-07
{D30895B7-3994-45A3-BD51-E5BA881833FD},Negative ID,8.372797628898247e-08
{1304CF55-4FF9-490F-AF5A-5719CD110A9D},Negative ID,0.018560832650516914
{5AD8CAF4-AB96-4BFA-8A08-6010C96937F1},Negative ID,6.316538255518716e-14
{8DFDA283-3AFD-4E9F-9878-7A0F22E1B917},Negative ID,4.9303462004551266e-05
{8BE98561-0104-44B6-98D2-1CB625378F9B},Negative ID,3.5265809680857803e-08
{BE0AD7A4-F4FD-40F7-979C-AE5F4470B1E4},Negative ID,1.985032014381106e-10
{EF1D664F-F908-4086-95C2-6C3B1A93FCB2},Negative ID,2.5057812719996205e-08
{BEE96943-A647-46B0-85FA-6B02B961D195},Negative ID,7.537208955352107e-16
{3A1CBF2E-E6F0-4728-A6B6-F57F29BF5B40},Negative ID,4.432881329723467e-14
{C9587D29-D898-4CE0-8508-E31EF42AD20C},Negative ID,4.822897619975919e-10
{931A8E3E-9FE2-4271-A386-867C76516779},Negative ID,2.379828855671968e-20
{D50C4D53-441D-4FFD-93D8-DBB6ED4FADCF},Negative ID,0.0043677130924372354
{63BBFFBD-73DB-4CC9-AD84-42AB0FE8DE56},Negative ID,1.7688773234355182e-13
{FCE0B369-AC4D-48CF-A318-7EAD391EEE81},Negative ID,4.4805512853792185e-20
{EFB94730-2810-4BBB-A708-66AAA805E857},Negative ID,4.168370091787398e-09
{4689DDB2-78D7-4219-ADB3-C2A3134A1359},Negative ID,0.0009029525874671706
{43481D0E-63CC-4E98-88A1-2176F4E893A6},Negative ID,2.2963911183644933e-08
{9700CFCE-AA79-46D4-B495-5C51ECEF3C55},Negative ID,0.00496875448215259
{E3C77A6C-8557-4CE0-AE46-EA14D63AC2BF},Negative ID,2.1089426529373832e-08
{7B407363-24DF-4E47-A515-5480DA03FB8B},Negative ID,3.064849849436522e-07
{D4204D03-FB96-44A8-9631-FC74AE5328AD},Negative ID,6.914045207747549e-08
{6A797976-1323-4D8E-B652-6B5422FFE2BA},Negative ID,0.004711859461073117
{936ED6CF-642D-4FBD-9AC9-69BED4D4109C},Negative ID,0.023409923100889487
{81B5EB5F-4F6E-4584-A6C8-EA84567B4718},Negative ID,3.601349611878164e-13
{C4BA2CFE-55CE-4569-BFC9-89B4465252B1},Negative ID,2.2699437004846994e-08
{48804E03-CD10-4229-82CB-CD125BFC6D37},Negative ID,0.004720546200312921
{0CB4EBA6-E80E-4B88-8236-3C8E72A2BA72},Negative ID,4.250093480729068e-14
{8478B985-76DB-408F-8581-022AE3AED2E6},Negative ID,0.8177965076151608
{3CE3A39B-778B-4CE3-BBAF-EB9ED0D48C68},Negative ID,0.7488851700667336
{C02A4CB0-0D3F-4E52-9D30-858F9556EABA},Negative ID,2.420907320822328e-07
{536A7E41-B3F8-4850-840B-4910ABF50298},Negative ID,4.482945333405972e-12
{D91109DA-8C76-45D5-B360-0A78C7DF8A19},Negative ID,0.00023847105657681135
{1D066D77-AC48-4AE4-9722-B417325BF4B4},Negative ID,0.44515855155679157
{32475E51-FEA3-4B85-A229-4EB323EFAAD5},Negative ID,3.539631307249896e-05
{44911F51-A718-4D56-B9BA-883022A36656},Negative ID,0.003956762774270691
{A8B41FEE-F611-4EA7-982A-2897694D27B3},Negative ID,0.1411575778798991
{D69447EA-07C8-4505-948E-4F0E0E77FCC0},Negative ID,0.9541314780274078
{363B8679-6012-4377-997A-94E5F855FA7E},Negative ID,5.490562940329631e-10
{DCE2AEB5-3762-48C0-9F40-3E370887DE4D},Negative ID,4.6908696764308096e-15
{9BAB11A6-84A4-4639-ABF4-E1ABF0D501CD},Negative ID,2.5005305567730738e-06
{530477A3-F552-4EC3-B0F3-829588D43BED},Negative ID,1.2839576830426647e-06
{1FC586E5-8D49-4C0F-859B-9331A623446C},Negative ID,0.007843285045771808
{C10A6385-1A9E-407C-B704-D4C92E0AD487},Negative ID,1.9527819901624004e-13
{01AA7FD6-8F00-4754-8E0F-A19DAAFBD823},Negative ID,3.284168941583494e-06
{91EAC5B5-4D18-4115-8853-F4B9DD6CC8FD},Negative ID,0.00921956954775958
{5B740387-81A0-4580-968F-C1BFC8A48F34},Negative ID,1.559354478340702e-07
{9ED9A420-7FB1-4CA1-97D1-BF13382D8E4D},Negative ID,1.1413702083414299e-16
{0D27160B-9B8C-4966-89DE-F405557650F0},Negative ID,0.7179356846896277
{1DEF08E5-9842-4CB4-89BF-718AEDD39319},Negative ID,9.846660277244188e-07
{D1A5F20D-AE7B-413E-88E0-E26333EF95AA},Negative ID,7.764000954432775e-09
{37F7CCE0-29CA-43DE-97E4-EAC47D56DC44},Negative ID,2.7980238555840666e-07
{9E37A2AC-716C-4CE7-82F2-C29BE18253FA},Negative ID,1.3087547767802626e-11
{ECB890B2-6230-437F-AC3D-D1E018AF344B},Negative ID,4.3257099127942035e-07
{65DF2118-DC2B-49EA-AE9D-9476612C0FB7},Negative ID,4.2163929701004643e-13
{3982DA63-03A8-45F4-BDB7-E95D3118430B},Negative ID,0.00233049146028416
{87EB2DA1-92A9-4926-AF24-0182F5AF7AD3},Negative ID,3.600645025402471e-07
{7BF598E1-D0A7-4485-BC7F-9800EB56E033},Negative ID,4.633251934729042e-06
{0D232BA7-97A5-4810-A7A6-A4F70BC16809},Negative ID,1.7828750691180905e-05
{43506835-18B8-46B2-A2CB-586AF9C8ECE6},Negative ID,1.2660420951495693e-18
{C9E949D5-5330-4A8E-B4D4-18998D0346C9},Negative ID,6.700142521521463e-19
{8BAD0097-3A7A-4CBF-B071-D483CEDD33D8},Negative ID,3.928479342767366e-10
{6505897D-C36D-4ABB-9165-7461D9FE29F4},Negative ID,1.1569413625104617e-17
{501AF29E-0ED2-42A0-92FE-955FF7176A55},Negative ID,2.4509812368174092e-08
{27256930-CEDE-4321-8C26-16ED0744E6C1},Negative ID,4.027240609079346e-15
{BF057831-EBCD-48C1-BADD-2DDB32C439DC},Negative ID,1.87555288212204e-08
{CA722DB4-2D93-4CD0-A319-A42E784CC3C0},Negative ID,2.4159256279598477e-07
{7F602342-F6C3-4F09-853F-0B5D5376BD51},Negative ID,2.4289249605179895e-07
{E34CEBC2-EC54-4D75-8B7E-489D54B3BFD8},Negative ID,1.3972600194849322e-10
{C0B9DDF7-4394-4170-8056-E072CFE7986A},Negative ID,1.458950880254697e-13
{917739A8-89D2-47CB-9642-3F0EAB046F32},Negative ID,4.1955279755422905e-10
{BC1D2E58-9B7C-4CBE-BD61-B987E4C6F882},Negative ID,5.0685520537187386e-23
{FB0AC521-2EE6-47B8-9021-BA8341BDD4B1},Negative ID,9.225731462997627e-14
{E037BAA7-EBE8-4789-83DA-E1415236D544},Negative ID,8.897882391915415e-09
{0972B5CA-6F24-4E24-B5CD-FAFEFBFC4839},Negative ID,0.00017312913436691452
{34D43EB4-6B65-4F65-81E1-56B45BC71A1E},Negative ID,6.491542874683784e-20
{594772B5-C384-4EEA-B44A-FC1E00D98A3E},Negative ID,2.7170849729080735e-19
{3488FC7A-3008-4961-87E5-4740124987B3},Negative ID,2.2569749167726336e-08
{DA3FE479-C0B9-40AB-8358-790CEEB4AF88},Negative ID,4.1455545307835047e-14
{92E31DB0-053B-4E16-B782-864287389C1F},Negative ID,2.792715377167033e-07
{B8D9F45D-B922-41BC-8726-94B66A3F5EF4},Negative ID,7.303158341487723e-08
{23DD2DDB-DAE3-4163-8BAD-4BA91CA0BFE0},Negative ID,2.732868847894082e-17
{839AB8A0-B647-4FD1-80FA-91FF73DB0119},Negative ID,7.057849386776797e-05
{5886B650-5ED3-4BF3-A1C2-E1438CC99ADE},Negative ID,6.101724319554452e-12
{2C0470B7-BF48-4EF5-AF7F-6D3975C62A7B},Negative ID,2.962664903945478e-10
{B885FD0C-1A1A-419B-A20B-DDD5DFF41569},Negative ID,0.0012542341960651402
{0EE47243-22A1-4413-AFFC-F75118C8A256},Negative ID,1.0508167305131062e-08
{8C9B4280-F211-4C09-8D04-5EF205143D06},Negative ID,0.0005666137732607539
{DED1C461-15C9-4928-B3B8-05281569F3F4},Negative ID,2.709861225249247e-09
{92D17D4D-3251-410E-B1B0-5AA9BECA9678},Negative ID,7.4123649990406154e-09
{A250A974-215C-482C-9632-1B3ACCF750F1},Negative ID,2.78848256205867e-05
{F8DEFC50-89AA-4262-B7CA-40596FBE3FE3},Negative ID,5.261409669831283e-15
{77E72D82-CB2A-4D25-87E6-9656479B229E},Negative ID,4.141752721952662e-05
{2CE88ACB-6B4B-4357-91F1-813D079B5057},Negative ID,2.8552173758125403e-06
{85411F65-B0D8-4D89-B654-684B14F3DE1F},Negative ID,3.6949571063423616e-13
{79593AD4-D8F9-42AD-A56C-C8006EE5C083},Negative ID,1.0863665811970172e-06
{27D48621-8C7D-4F96-8C16-EFA764D765E0},Negative ID,3.619132816847835e-16
{361ED665-26DC-4E76-9C4D-F27E37156B20},Negative ID,2.784231426853072e-08
{8B82354E-FA2F-40D9-A1AA-087FF730F9D6},Negative ID,0.06731856783889353
{85EFF589-E50D-49E7-A272-6864425FED7D},Negative ID,2.8501858557312683e-08
{D3A8553C-5770-4D61-B320-F399D9FD502D},Negative ID,0.005744965949113183
{BD522791-708B-4E9B-9225-64016C6A42D5},Negative ID,2.4502847147699827e-07
{37CABA69-C18F-49F8-B635-30527B27DF75},Negative ID,0.00010399369035241472
{C9DBB526-48A0-4587-BEDA-1ED6E8986491},Negative ID,1.267798668637014e-12
{ABE7FBE3-52AB-4A7E-B8A4-80CA98D222D5},Negative ID,0.9861479482439309
{DBD031C3-15DE-4754-8687-DDEEF5BEDB00},Negative ID,2.332664520288785e-10
{333A00AF-45DA-471D-949B-1B2E890F1629},Negative ID,3.798654901500417e-08
{9EF77696-3393-4CA4-AF70-0C68223081C4},Negative ID,2.7142007881752906e-06
{5A2A75DC-F234-4EC7-BD0C-05B04C8FF612},Negative ID,1.5337593972652707e-11
{F7903CA6-8E9A-4888-9315-B17F6BB51430},Negative ID,3.215346460123722e-12
{1DD6C6A8-67B9-45FF-87CE-54D90DA080C0},Negative ID,4.4691238347304494e-10
{6E333D31-44AC-4967-81EB-296DEBD792AF},Negative ID,4.825720260374519e-10
{DB7E2ADA-0840-4950-AA51-41CE12A06073},Negative ID,1.6490782602293322e-07
{0CC58B63-70DC-4D7E-9E01-8945BBEE9EFC},Negative ID,7.379040614656008e-11
{9DC500C8-BEB8-47C5-80F8-A8BC8B9AFFB1},Negative ID,7.859073449096791e-06
{580BC9A7-7D8D-43C0-BDE4-A3B19A72BF34},Negative ID,8.783616578593814e-08
{7F558149-3C08-41B0-8E9E-0D8F91FF7DA9},Negative ID,6.647098017291728e-16
{46F2DF93-D93C-40F1-8D70-076D1541833A},Negative ID,5.492530155882302e-06
{C25A4B28-9A86-42B8-B756-D52AC7447CE8},Negative ID,1.136283250606778e-06
{320D9A71-5C04-4727-8A7F-46C41589A31F},Negative ID,3.329052749858442e-08
