GlobalID,Lab Status,Detection Date,Submission Date,Latitude,Longitude,Notes,prob_img,risk_prior,risk_prior_log,prob_positive,mistake_prob,has_image,num_images
{5AC8034E-5B46-4294-85F0-5B13117EBEFE},Positive ID,2019-12-08,2020-01-15,48.980994,-122.688503,"One dead wasp seen in Blaine, and suspect flying nearby",0.9989986377725643,12.190162403283443,2.579471279260205,0.9998102314746742,0.00018976852532581745,1,1.0
{5EAD3364-2CA7-4A39-9A53-7F9DCF5D2041},Positive ID,2019-10-30,2020-01-15,48.971949,-122.700941,Hornet specimen sent to WSU,0.99916624928027,12.690769564447134,2.616721851339652,0.9995880482281861,0.00041195177181385656,1,1.0
{13B67BCB-AFCE-4100-AD2B-76EF178BA228},Unverified,2020-01-15,2020-01-15,48.9392,-122.6613,"Massive loss of bees, decapitated. No hornet specimens were located.",0.0003098015476764221,11.533071007625034,2.528370831266015,0.002027702836223762,0.9979722971637762,1,1.0
{124B9BFA-7F7B-4B8E-8A56-42E067F0F72E},Positive ID,2019-09-19,2020-02-04,49.149394,-123.943134,"This was the colony that was found and destroyed in Nanaimo, BC Sep 18, 2019. There were ~150 live hornets and ~600 unhatched eggs & larvae",0.9976213521405414,3.005271093138407,1.3876112669033072,0.9689762453925466,0.031023754607453435,1,4.0
{BBBA5BA0-CAFB-43D3-8F1D-FB2D9CF777E0},Unverified,2019-08-31,2020-02-14,48.723779,-122.354431,"I was cleaning my gutters when I heard a snapping noise coming from the wall of my house. It was sitting on a dirt clump that looked to have been starting a nest. I backed away, and waited till evening to spray hornet killer on it. Next day knocked down",0.969767973076673,10.176634555317335,2.4138253987355753,0.938461774900862,0.06153822509913798,1,1.0
{EB4746A1-5A8B-4D7D-9149-D560988238EC},Unverified,2019-10-15,2020-02-27,48.986176,-122.69745,"We found about a dozen of these bees in our backfield last October while we were storing bee boxes, Sorry no pictures",0.47106913724735633,12.776816389164045,2.62298720762837,0.9784074394436278,0.021592560556372153,0,0.0
{C4F44511-EA53-4FCF-9422-E1C57703720D},Negative ID,2020-02-29,2020-02-29,48.729596,-122.480035,"I’m not sure what this is, but it was the biggest looking wasp/hornet I’ve ever seen, at least an inch long. Sorry for the poor quality picture, I went inside to get a glass to catch it and it flew away.",8.431031539156334e-07,9.341487335681675,2.3361637016451366,0.00047709416544044396,0.9995229058345596,1,2.0
{E6ADE6FB-0BD3-43EC-8E75-72EFC6F029FB},Unverified,2020-03-01,2020-03-02,48.186024,-122.34468,Reported to Washington Invasive Species Council via voicemail,0.47106913724735633,2.322260551845197,1.200645440338575,0.018465728746718136,0.9815342712532819,0,0.0
{89C867F1-D5ED-48C8-9586-B705F5DA9838},Negative ID,2019-09-07,2020-03-18,47.395721,-123.105188,"slow moving, i have this in the freezer still i think. I saw 3 of them 98588",3.2543388628017215e-05,0.02441597865636978,0.02412267328520211,0.00010654668302632992,0.9998934533169737,1,1.0
{81670D96-4143-47B1-A9C8-83977892D53F},Negative ID,2020-03-19,2020-03-19,47.840041,-122.323562,It landed on my window while working. It walked around and then bounced across it as it tried to fly into the glass.,4.5051745542845e-06,0.4648161707286581,0.38172975386437363,2.4248071223460353e-05,0.9999757519287765,1,4.0
{0AF6F3AA-8565-4B8F-8BF5-8D43D9677FE2},Unverified,2019-07-17,2020-03-19,47.487496,-118.958142, ,0.47106913724735633,4.801148350013339e-08,4.8011482347582154e-08,0.10612236781529535,0.8938776321847046,0,0.0
{630D20B9-8DD9-41E0-84FE-7C4F87C412E6},Unverified,2020-03-16,2020-03-19,48.419995,-122.33213,An enormous bee-like insect buzzed around the window sill in my south-facing upstairs bedroom window. It was much longer than any bee or hornet/wasp I have ever seen. The sheer length of it was unlike anything I've seen before. It appeared fuzzy like a b,0.47106913724735633,4.802210280237217,1.758238927758286,0.006581188740338947,0.993418811259661,0,0.0
{D30895B7-3994-45A3-BD51-E5BA881833FD},Negative ID,2019-08-30,2020-03-19,47.635058,-122.057332,"Probably not an Asain Hornet but still a pretty mean looking one that I can't I.D. Second sighting that day, both found while cutting down dead Hemlock trees.",0.0013077716559384243,0.1251902707916952,0.1179521509482043,5.900235718881839e-05,0.9999409976428112,1,1.0
{72E591F1-F42C-4754-94FF-DBDF791BBF2E},Unverified,2020-03-20,2020-03-21,48.93401,-122.48545,It wasn't huge but definitely  had a yellow head and yellow mid section,0.47106913724735633,10.489882974544788,2.4414669068257497,0.330431291747575,0.669568708252425,0,0.0
{1304CF55-4FF9-490F-AF5A-5719CD110A9D},Negative ID,2020-03-23,2020-03-24,48.74361,-122.43905,"Was on the garden hose. It stung (maybe just a bite but there was only one puncture hole) the palm of my hand. Approximately 1.5 inches in length, dark dark brown with thin yellow markings.",0.47106913724735633,9.155840039397097,2.3180489133636377,0.05664716935173153,0.9433528306482685,0,0.0
{4F753C6C-B49B-4C2D-AD30-8CDAF540DE9F},Unverified,2020-03-27,2020-03-28,47.936452,-122.137477,Digging garden area and uncovered a bee,0.47106913724735633,0.6587407887126577,0.5060587534989942,0.004215178151679072,0.995784821848321,0,0.0
{9610DC8B-98D0-4C39-8235-55CE16B16F57},Unverified,2016-06-20,2020-03-29,47.887101,-121.972109,"The large size caught my attention.  I took a number of photos at the time, but haven't located them other than one I sent to another person.  It is still on a text message on a phone I do not use anymore.  Just looked it up and it appears to be what you",0.47106913724735633,0.48341819482332904,0.39434901586686544,0.0018975292958378237,0.9981024707041621,0,0.0
{2BDDD0B5-3687-494E-BBAD-8FE8DC6F6542},Unverified,2019-08-02,2020-03-31,46.815183,-122.987709,These wasps visited my garden daily throughout the summer. They hunted particularly on my flowering Oregano plant.  They typically were there from mid morning to early evening. I’ve seem at least 2-3 there at the same time.,0.47106913724735633,0.00014814737826242171,0.00014813640552328703,0.0004248557670645622,0.9995751442329355,0,0.0
{5AD8CAF4-AB96-4BFA-8A08-6010C96937F1},Negative ID,2020-03-31,2020-03-31,46.609918,-120.563107,"Not sure if this is the target pest, but I figured we would send the picture in for examination. The head came off when we removed the pest from the cowling on an engine.",5.168221122894195e-07,2.6771821846677065e-07,2.677181826302548e-07,9.507842892379653e-07,0.9999990492157108,1,1.0
{8DFDA283-3AFD-4E9F-9878-7A0F22E1B917},Negative ID,2019-07-23,2020-04-01,48.006763,-122.462053,not sure if this is one. but in case it is. Saw it at Bayview farm and garden nursery on Whidbey Island,8.097153939967119e-05,1.31402542041447,0.8389886141970869,0.0006558460668545968,0.9993441539331454,1,2.0
{EAC16248-52B7-4B86-8BA3-0913E2EE3A3A},Unverified,2018-07-01,2020-04-03,47.665711,-122.326871,"We've been noticing big, red hornet/wasps that live under the stone path in our backyard last summer. We didn't have an ID on them until now. No current photo unfortunately.",0.47106913724735633,0.19216758111500462,0.1757731469452942,0.003820306707627758,0.9961796932923722,0,0.0
{825396BC-07DE-45EA-8EC4-1311B30C10B8},Unverified,2016-08-25,2020-04-04,48.857859,-121.844931,"We were at Skyline divide in 2016, I got the time and date from pictures taken during the hike. I didn’t put 2 and 2 together until today, up until then I thought I just got chased by the biggest, meanest hornets in the world that day, but hey, it’s",0.47106913724735633,6.4387834866664875,2.0067073256191517,0.6211049213909237,0.37889507860907634,0,0.0
{47D28B3C-3C0D-435E-99F1-2CFE2A0F82A0},Unverified,2019-09-14,2020-04-04,48.64683,-122.369771,"Observed flying around my porch. Hovered in place like a humming bird while facing me. I tried, but was unable to snap a photo.",0.47106913724735633,9.231213963358767,2.325443239918156,0.8981861693354727,0.10181383066452732,0,0.0
{A0161ABC-0636-445B-A877-BBB2CA55EC8F},Unverified,2020-04-05,2020-04-05,46.240112,-122.915848,"I am fairly confident this is what chased me around my pasture yesterday.  It is as huge, fast, and incessant.  I even smacked it hard with my cell phone, which stunned it, then it came back at me.  I was out checking my raspberry rows.  It didn’t stop",0.47106913724735633,1.719853064656612e-07,1.7198529167619007e-07,9.991128340871941e-06,0.9999900088716591,0,0.0
{AA08DB6A-08EF-4922-8D7E-AAFF5A9B8599},Unverified,2020-04-06,2020-04-06,47.526522,-122.324858, ,0.47106913724735633,0.06717060792950007,0.06501085450450782,0.0025592656299686677,0.9974407343700313,0,0.0
{22E3A08D-494C-4539-8894-FDC32F2C9855},Unverified,2020-04-06,2020-04-06,47.526507,-122.324826,"Unknown if this is our invasive species, but its a growing colony right above the sidewalk on the concrete support wall for the Highway 99 overpass over Cloverdale, on the northwest corner.  Definitely a hazard to pedestrians regardless of species.  Didn",0.47106913724735633,0.0671625276733875,0.06500328281293087,8.148259022957904e-05,0.9999185174097704,0,0.0
{CBF357AE-C33D-48C4-A4E0-DFC79F7C11DC},Unverified,2020-03-24,2020-04-06,48.077702,-123.170761,It stung me through a paper towel,0.47106913724735633,1.1270122630868626,0.7547183016395913,0.00530458225030344,0.9946954177496966,0,0.0
{8BE98561-0104-44B6-98D2-1CB625378F9B},Negative ID,2020-04-06,2020-04-06,47.156028,-123.013366,We live on the coast and are familiar with the bees and wasps in our area. We are outside most of the day until night. We kept remarking about a strange huge bee buzzing around that was orange and we’ve never seen before. I have no picture but will try,0.47106913724735633,0.003245562229526417,0.0032403067606641685,3.0278755434510706e-05,0.9999697212445655,0,0.0
{C77D080B-8315-45F8-A0F1-33DEDC5D58C5},Unverified,2020-04-06,2020-04-07,47.370776,-120.138766,Not sure but this this was huge and never seen it before around my pond,0.47106913724735633,4.178730022272754e-05,4.178642715781952e-05,0.0025339721477143735,0.9974660278522857,0,0.0
{BE0AD7A4-F4FD-40F7-979C-AE5F4470B1E4},Negative ID,2020-04-07,2020-04-07,47.62986,-120.68945,"I live in Newcastle, WA and found a dead one on my front porch. I will leave it there if you want to confirm",1.7812794541656287e-07,0.00316768217394017,0.003162675638717987,1.4069914889859938e-05,0.9999859300851102,1,1.0
{EF1D664F-F908-4086-95C2-6C3B1A93FCB2},Negative ID,2019-06-16,2020-04-07,47.766765,-122.552735,"Saw this big bee on my back deck, tried to look it up but I couldn't find a match.  Very large and in my entire life I have not seen one like this in Washington state. Thank you.",2.159162151448036e-06,0.3828347256998201,0.32413554134751427,3.643708026406679e-05,0.999963562919736,1,4.0
{B96D7B7E-8C04-4C89-88EE-656E8CF0FF6E},Unverified,2020-04-07,2020-04-07,47.179097,-122.235314,"My husband and I were walking in the Orting Trail between Sumner, Puyallup and Orting when an insect buzzed past my head. It was larger than bees or flies I had seen before. I joked that “whatever it was it just darkened the sky for a bit”. I was jok",0.47106913724735633,0.0043942265988268486,0.00438460017528106,3.1861508323929314e-05,0.9999681384916761,0,0.0
{6FA5F703-E43F-4E6A-BA03-055385387E7E},Unverified,2018-07-20,2020-04-07,47.701216,-120.195674,Orondo State Park - near the apple orchards.,0.47106913724735633,0.0005526922436463622,0.0005525395655416814,0.05140192029838007,0.9485980797016199,0,0.0
{6B29A36C-EE9D-4188-849D-79E6A5A3D161},Unverified,2020-04-05,2020-04-07,47.296898,-119.500329,I had arrived at the Ephrata gun ranger's 25 yd handgun bay. While I was offloading my gear and equipment I noticed a large orange headed beeline wasp flying around my vehicle. It lingered around my vehicle and myself. Realizing it could be the Asian hor,0.47106913724735633,5.498452655530768e-07,5.498451143882242e-07,0.00017439951881592812,0.9998256004811841,0,0.0
{46C10079-3B5B-49DE-B8F7-F1FBCB4BABD1},Unverified,2019-07-28,2020-04-07,45.710268,-120.696372,It was a very large orange hornet about 2 inches. We were sitting down grilling under a tree near John Day dam when a large orange hornet fell onto the ground trying to fly bit it couldn't. I killed it in fear for my young children running around. It was,0.47106913724735633,3.2249664472995333e-12,3.224966447294333e-12,8.986977652396042e-05,0.9999101302234761,0,0.0
{266F962C-6461-4A6D-8660-6AE608F41AB1},Unverified,2019-12-22,2020-04-07,47.77475,-122.213725,"2 of these things were landing in front of my house, and went into burrows into loose dirt in front of the house.  They were about 1.5 to 2” long with orange/yellow heads.  I squashed them both, and flattened out the mount of dirt next to burrow.  I ju",0.47106913724735633,0.3235839032951455,0.2803431356851948,0.023056376603893407,0.9769436233961066,0,0.0
{4AA114DD-D296-47C6-A3BB-6E8E5A257DC3},Unverified,2020-04-07,2020-04-07,47.32299,-122.310432,"Last summer, my grandson & friend said they saw a bee that was a good 2 inches long, in our back yard. We teased them bigtime, but now I'm thinking maybe he did. Yesterday there was a big fat bee out back, but it was about one inch",0.47106913724735633,0.014913195344000546,0.014803087007979667,7.74382215474755e-05,0.9999225617784525,0,0.0
{38994878-498E-4CDE-B4CE-2B0D581A19C5},Unverified,2020-04-07,2020-04-07,47.637224,-122.700911,"4/07/20. We prefer not to risk going close to eat, but my husband thought it was a mouse and put a trap at first, until he saw it was a big giant bee today and left immediately. We were advised to call you.",0.47106913724735633,0.1475422687930897,0.1376224978236845,0.00017070719696439524,0.9998292928030356,0,0.0
{5F24255E-DACB-4FA1-A445-E084F631A843},Unverified,2019-09-18,2020-04-07,46.900618,-122.274347,I am not sure if this is this particular hornet but it is the biggest thing we have ever seen.   It was at our cabin in Eatonville last September.   I kept a picture because I wanted to try and find out what it was and have been unsuccessful.  It was abo,6.865425319965746e-09,0.0003889630374809034,0.00038888741096861665,7.822417741719203e-06,0.9999921775822583,1,1.0
{DA399673-4CAD-40B7-97F8-52304BFF3845},Unverified,2019-09-07,2020-04-07,47.64322,-122.31986,"I don’t remember exact date but I definitely saw this hornet around late summer/early autumn. I didn’t get a photo of it unfortunately, but I am absolutely certain this is what I saw. I didn’t kill it because I unfortunately didn’t know at the ti",0.47106913724735633,0.1660361222838803,0.15361006710871558,0.0034161164241805226,0.9965838835758195,0,0.0
{9E46DAE2-B75E-4708-94F8-54FFB3D867C3},Unverified,2018-06-22,2020-04-07,47.318978,-119.557481,I've seen two in Ephrata between 2017-2018,0.47106913724735633,9.875753790964324e-07,9.87574891444189e-07,0.02651751044303225,0.9734824895569677,0,0.0
{BEE96943-A647-46B0-85FA-6B02B961D195},Negative ID,2020-04-07,2020-04-07,47.708791,-117.472206,"was in my house in Spokane, WA",2.673387641785022e-05,1.8340791804531652e-13,1.834079180452997e-13,0.00029856655334221336,0.9997014334466577,1,1.0
{19E73846-F24B-4F31-9DD7-0FC59329434E},Unverified,2019-09-01,2020-04-07,47.222441,-122.397369,It was a big long  wasp with golden yellow stripes. They would stick a barb from inside there abdomen into this one tree and get stuck and die. I saw about 4 get stuck in the same tree.,0.47106913724735633,0.007779803756195514,0.007749697131226245,0.002308893877986834,0.9976911061220132,0,0.0
{C5B128DB-5AFA-4BEE-932C-C0CE907803E7},Unverified,2019-07-26,2020-04-07,47.541072,-120.282015,We were able to kill one of them and later saw at least 2 more that same day.,0.47106913724735633,0.00030776798044783736,0.00030772062959807733,0.020366838137134635,0.9796331618628653,0,0.0
